Notikuma identifikators;TL kārtas numurs notikumā;TL veids;Marka;Modelis;Izlaiduma gads;Personas kārtas numurs notikumā;Statuss;Vecums (uz notikuma brīdi);Dzimums;Reibums;Miesas bojājumi
195907363;1;Vieglā;OPEL;SIGNUM;2004;2;Vadītājs;34;S;Nē;bez miesas bojājumiem
195907363;2;Motocikls;YAMAHA;YBR 125;2014;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
195907375;1;Vieglā;OPEL;VECTRA;2003;1;Vadītājs;25;V;Nē;bez miesas bojājumiem
195907380;1;Vieglā;NISSAN;X TRAIL;2004;2;Vadītājs;;V;Nē;bez miesas bojājumiem
195907380;2;Vieglā;NISSAN;X TRAIL;2019;1;Vadītājs;52;V;Nē;bez miesas bojājumiem
195907385;1;Vieglā;AUDI;A8;2007;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
195907385;2;Vieglā;RENAULT;ESPACE;1997;2;Vadītājs;28;S;Nē;bez miesas bojājumiem
195907395;1;Vieglā;ŠKODA;FABIA;2006;1;Vadītājs;;;Nē;bez miesas bojājumiem
195907622;1;Vieglā;VW;GOLF;2005;2;Vadītājs;50;S;Nē;bez miesas bojājumiem
195907622;2;Vieglā;RENAULT;TRAFIC;2018;1;Vadītājs;56;V;Nē;viegli miesas bojājumi
195907625;1;Kravas;CITROEN;JUMPY;2008;2;Vadītājs;41;V;Nē;bez miesas bojājumiem
195907625;2;Velosipēds;;;;1;Velosipēda vadītājs;37;V;Nē;bez miesas bojājumiem
195907671;1;Vieglā;MITSUBISHI;ASX;2014;2;Vadītājs;40;S;Nē;bez miesas bojājumiem
195907671;2;Velosipēds;;;;1;Velosipēda vadītājs;47;V;Nē;viegli miesas bojājumi
195907708;1;Vieglā;AUDI;A3;1998;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
195907708;2;Vieglā;OPEL;VECTRA;2003;2;Vadītājs;24;S;Nē;bez miesas bojājumiem
195907711;1;Vieglā;TOYOTA;AURIS;2017;3;;;;Nē;
195907711;2;Vieglā;VW;TOURAN;2005;3;;;;Nē;
195907711;;;;;;2;;;V;Nē;bez miesas bojājumiem
195907711;;;;;;1;;;S;Nē;bez miesas bojājumiem
195908479;1;Vieglā;HONDA;CIVIC;2008;1;Vadītājs;53;S;Nē;bez miesas bojājumiem
195908479;2;Vieglā;LEXUS;IS 220;2008;2;Vadītājs;;V;Nē;bez miesas bojājumiem
195908487;1;Vieglā;CHRYSLER;STRATUS;1999;1;Vadītājs;77;V;Nē;bez miesas bojājumiem
195908487;2;Pārvietošanās līdzeklis ar elektromotoru;;;;2;Citi;25;V;Nē;bez miesas bojājumiem
195908492;1;Vieglā;TOYOTA;YARIS;2018;2;Vadītājs;61;V;Nē;viegli miesas bojājumi
195908492;2;Kravas;SCANIA;P94;1998;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
195908636;1;Vieglā;MAZDA;626;1998;1;Vadītājs;26;V;Nē;bez miesas bojājumiem
195908636;2;Vieglā;HYUNDAI;GETZ;2006;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
195908663;1;Vieglā;VOLVO;S80;2003;3;;;;Nē;
195908663;2;Vieglā;VW;PASSAT;2007;3;;;;Nē;
195908663;;;;;;1;;;S;Nē;bez miesas bojājumiem
195908663;;;;;;2;;;V;Nē;bez miesas bojājumiem
195908694;1;Vieglā;KIA;CEE D;2015;1;Vadītājs;35;S;Nē;bez miesas bojājumiem
195908694;2;Vieglā;AUDI;A8;1995;2;Vadītājs;;;Nē;bez miesas bojājumiem
195908710;1;Vieglā;MITSUBISHI;OUTLANDER;2007;3;;;;Nē;
195908710;2;Vieglā;VOLVO;S80;2001;3;;;;Nē;
195908710;;;;;;1;;;S;Nē;bez miesas bojājumiem
195908710;;;;;;2;;;V;Nē;bez miesas bojājumiem
195908713;1;Vieglā;BMW;320;2007;2;Vadītājs;32;S;Nē;bez miesas bojājumiem
195908713;2;Vieglā;VOLVO;S60;2001;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
195908745;1;Kravas;FIAT;DUCATO;2019;3;;;;Nē;
195908745;2;Vieglā;OPEL;ASTRA;1998;3;;;;Nē;
195908745;;;;;;1;;;S;Nē;viegli miesas bojājumi
195908745;;;;;;2;;;V;Nē;bez miesas bojājumiem
195908765;1;Vieglā;AUDI;A6;2006;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
195908890;1;Vieglā;BMW;525;2007;1;Vadītājs;36;S;Nē;bez miesas bojājumiem
195908890;2;Vieglā;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
195908955;1;Vieglā;SAAB;9-3;2001;1;Vadītājs;19;S;Nē;bez miesas bojājumiem
195908955;2;Vieglā;CITROEN;C4;2016;2;Vadītājs;54;S;Nē;bez miesas bojājumiem
195908981;1;Vieglā;VW;PASSAT;2017;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
195909199;1;Vieglā;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
195909263;1;Vieglā;BMW;730;2004;3;;;;Nē;
195909263;2;Vieglā;HYUNDAI;SANTA FE;2006;3;;;;Nē;
195909263;;;;;;1;;;V;Nē;bez miesas bojājumiem
195909263;;;;;;2;;;V;Nē;bez miesas bojājumiem
195909305;1;Vieglā;AUDI;100;1989;1;Vadītājs;85;V;Nē;bez miesas bojājumiem
195909329;1;Vieglā;AUDI;A4 AVANT;1998;2;Vadītājs;22;V;Nē;bez miesas bojājumiem
195909329;2;Vieglā;AUDI;A4;2003;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
195909337;1;Vieglā;BMW;730;2004;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
195909348;1;Vieglā;BMW;530;2005;1;Vadītājs;21;V;Nē;bez miesas bojājumiem
195909358;1;Vieglā;OPEL;ZAFIRA;2005;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
195909358;2;Vieglā;DACIA;DOKKER;2013;2;Vadītājs;34;S;Nē;bez miesas bojājumiem
195909374;1;Vieglā;ŠKODA;SUPERB;2013;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
195909374;2;Kravas;MERCEDES BENZ;ACTROS 3336;2006;2;Vadītājs;52;V;Nē;bez miesas bojājumiem
195909387;1;Vieglā;VOLVO;S60;2009;3;;;;Nē;
195909387;2;Vieglā;HONDA;CIVIC;2008;3;;;;Nē;
195909387;;;;;;2;;;V;Nē;bez miesas bojājumiem
195909387;;;;;;1;;;V;Nē;bez miesas bojājumiem
195909390;1;Vieglā;MAZDA;CX-5;2019;1;Vadītājs;33;S;Nē;bez miesas bojājumiem
195909390;2;Vieglā;HONDA;HRV;2000;2;Vadītājs;;;Nē;bez miesas bojājumiem
195909406;1;Vieglā;FORD;MONDEO;2005;3;;;;Nē;
195909406;2;Vieglā;TOYOTA;AURIS;2007;3;;;;Nē;
195909406;;;;;;1;;;S;Nē;bez miesas bojājumiem
195909406;;;;;;2;;;S;Nē;bez miesas bojājumiem
195909443;1;Vieglā;VOLVO;S60;2006;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
195909443;2;Vieglā;AUDI;A3 SPORTBACK;2016;3;Vadītājs;43;S;Nē;bez miesas bojājumiem
195909443;3;Vieglā;TOYOTA;COROLLA;2007;2;Vadītājs;48;V;Nē;bez miesas bojājumiem
195909455;1;Vieglā;BMW;530;2009;1;Vadītājs;66;V;Nē;bez miesas bojājumiem
195909482;1;Kravas;VOLVO;FH;2006;1;Vadītājs;68;V;Nē;bez miesas bojājumiem
196146549;1;Vieglā;ŠKODA;OCTAVIA;2016;1;;;;Nē;
196146549;2;Vieglā;HONDA;CIVIC;2001;1;;;;Nē;
196146555;1;Vieglā;MERCEDES BENZ;208;2005;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
196146580;1;Vieglā;AUDI;A6;1996;1;Vadītājs;34;S;Nē;viegli miesas bojājumi
196146580;1;Vieglā;AUDI;A6;1996;2;Pasažieris;0;V;Nē;viegli miesas bojājumi
196146594;1;Autobuss;SOLARIS;URBINO 18;2014;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
196146613;1;Traktortehnika;;;;1;Vadītājs;28;V;Nē;bez miesas bojājumiem
196146620;1;Vieglā;SEAT;ALHAMBRA;2009;1;Vadītājs;47;V;Nē;bez miesas bojājumiem
196146620;2;Vieglā;MERCEDES BENZ;E220 BLUETEC 4MATIC;2016;2;Vadītājs;52;V;Nē;bez miesas bojājumiem
196146631;1;Vieglā;VW;PASSAT;2012;3;;;;Nē;
196146631;2;Vieglā;VW;PASSAT;2006;3;;;;Nē;
196146631;;;;;;1;;;V;Nē;bez miesas bojājumiem
196146631;;;;;;2;;;S;Nē;bez miesas bojājumiem
196146633;1;Vieglā;RENAULT;LAGUNA;2005;1;;;;Nē;
196146633;2;Nedefinēts;YAMAHA;XV250;1992;1;;;;Nē;
196146638;1;Vieglā;VOLVO;850;1996;1;Vadītājs;39;V;Jā;viegli miesas bojājumi
196146644;1;Vieglā;OPEL;ASTRA;2010;1;;;;Nē;
196146644;2;Vieglā;SUZUKI;VITARA;2015;1;;;;Nē;
196146934;1;Vieglā;VOLVO;XC90;2005;3;;;;Nē;
196146934;;;;;;1;;;V;Nē;bez miesas bojājumiem
196146934;;;;;;2;;;S;Nē;bez miesas bojājumiem
196146945;1;Vieglā;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
196146949;1;Vieglā;JEEP;GRAND CHEROKEE;2008;2;Vadītājs;47;V;Nē;bez miesas bojājumiem
196146949;2;Vieglā;AUDI;A6;2005;1;Vadītājs;25;S;Nē;bez miesas bojājumiem
196146951;1;Vieglā;VW;GOLF;2016;1;;;;Nē;
196147035;1;Vieglā;VW;CADDY;2012;1;;;;Nē;
196147035;2;Vieglā;AUDI;A4 AVANT;2003;1;;;;Nē;
196147051;1;Vieglā;VW;PASSAT;2012;1;;;;Nē;
196147051;2;Vieglā;VW;PASSAT;2006;1;;;;Nē;
196147070;1;Vieglā;ALFA ROMEO;156;2004;1;;;;Nē;
196147070;2;Vieglā;BMW;X6 XDRIVE 30D;2016;1;;;;Nē;
196147081;1;Vieglā;VW;MULTIVAN;2009;1;Vadītājs;18;V;Nē;viegli miesas bojājumi
196147278;1;Vieglā;NISSAN;QASHQAI;2014;1;;;;Nē;
196147278;2;Kravas;MAN;26.413;2002;1;;;;Nē;
196147297;1;Vieglā;HONDA;ACCORD;2004;2;Vadītājs;33;V;Nē;viegli miesas bojājumi
196147297;2;Vieglā;BMW;116D;2012;1;Vadītājs;61;V;Nē;bez miesas bojājumiem
196147297;3;Vieglā;MERCEDES BENZ;C220;2004;3;Vadītājs;27;V;Nē;bez miesas bojājumiem
196147301;1;Kravas;RENAULT;D;2020;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
196147313;1;Vieglā;FORD;FOCUS;2008;1;;;;Nē;
196147313;2;Vieglā;OPEL;VECTRA CARAVAN;1999;1;;;;Nē;
196147326;1;Vieglā;OPEL;ASTRA CARAVAN;1997;3;;;;Nē;
196147326;2;Vieglā;PEUGEOT;PARTNER;2007;3;;;;Nē;
196147326;;;;;;1;;;V;Nē;bez miesas bojājumiem
196147326;;;;;;2;;;V;Nē;bez miesas bojājumiem
196147353;1;Vieglā;VW;PASSAT VARIANT;2000;3;Vadītājs;48;V;Nē;bez miesas bojājumiem
196147353;2;Vieglā;BMW;325;2008;2;Vadītājs;39;V;Nē;bez miesas bojājumiem
196147353;3;Vieglā;FORD;FUSION;2008;1;Vadītājs;72;V;Nē;bez miesas bojājumiem
196147358;1;Vieglā;BMW;120;2005;1;Vadītājs;40;S;Nē;bez miesas bojājumiem
196147375;1;Vieglā;VW;JETTA;2016;1;Vadītājs;32;V;Nē;viegli miesas bojājumi
196147376;1;Vieglā;OPEL;INSIGNIA SPORTS TOUR;2010;1;Vadītājs;32;S;Nē;bez miesas bojājumiem
196147388;1;Vieglā;AUDI;A4 AVANT;2012;3;;;;Nē;
196147388;2;Vieglā;VW;PASSAT VARIANT;1999;3;;;;Nē;
196147388;;;;;;1;;;V;Nē;bez miesas bojājumiem
196147388;;;;;;2;;;V;Nē;bez miesas bojājumiem
196147406;1;Vieglā;VW;T-ROC;2019;1;;;;Nē;
196147406;2;Kravas;RENAULT;MASTER;2007;1;;;;Nē;
196147418;1;Vieglā;FIAT;SCUDO;2003;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
196147485;1;Vieglā;VW;POLO;2002;1;Vadītājs;24;S;Nē;bez miesas bojājumiem
196147496;1;Vieglā;TOYOTA;AVENSIS;2018;1;Vadītājs;32;S;Nē;bez miesas bojājumiem
196147496;2;Vieglā;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
196147501;1;Pārvietošanās līdzeklis ar elektromotoru;;;;1;Citi;33;V;Jā;viegli miesas bojājumi
196147507;;;;;;1;Gājējs;35;S;Nē;viegli miesas bojājumi
196147698;1;Vieglā;OPEL;ASTRA;2007;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
196147698;2;Vieglā;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
196147715;1;Vieglā;ŠKODA;OCTAVIA;2006;1;Vadītājs;35;S;Nē;bez miesas bojājumiem
196147718;1;Vieglā;AUDI;A6;2007;1;Vadītājs;;V;Nē;bez miesas bojājumiem
196147722;1;Vieglā;BMW;525;2008;1;Vadītājs;28;V;Nē;bez miesas bojājumiem
196147722;2;Vieglā;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
196147751;1;Nedefinēts;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
196147768;1;Kravas;DAF;LF 55;2004;1;Vadītājs;63;V;Nē;bez miesas bojājumiem
196147799;1;Vieglā;VW;CADDY;1998;1;Vadītājs;;;Nē;bez miesas bojājumiem
196147824;1;Kravas;MERCEDES BENZ;ACTROS;2018;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
196147824;2;Puspiekabe;STOKOTA;;;2;;;;Nē;
196147826;1;Vieglā;OPEL;VECTRA;2003;3;;;;Nē;
196147826;2;Vieglā;HYUNDAI;IX35;2012;3;;;;Nē;
196147826;;;;;;1;;;V;Nē;bez miesas bojājumiem
196147826;;;;;;2;;;V;Nē;bez miesas bojājumiem
196147831;1;Vieglā;BMW;323;1999;1;Vadītājs;28;V;Nē;bez miesas bojājumiem
196147843;1;Vieglā;MERCEDES BENZ;E220;1999;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
196147847;1;Vieglā;VW;PASSAT VARIANT;2005;2;Vadītājs;56;S;Nē;bez miesas bojājumiem
196147847;2;Vieglā;FORD;FOCUS;2008;1;Vadītājs;64;V;Nē;bez miesas bojājumiem
196147874;1;Vieglā;FORD;MONDEO;2009;3;;;;Nē;
196147874;2;Vieglā;HYUNDAI;SANTA FE;2004;3;;;;Nē;
196147874;;;;;;1;;;S;Nē;bez miesas bojājumiem
196147874;;;;;;2;;;S;Nē;bez miesas bojājumiem
196147896;1;Vieglā;VW;GOLF VARIANT;1999;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
196147896;2;Vieglā;VW;PASSAT;2016;2;Vadītājs;46;S;Nē;viegli miesas bojājumi
196148009;1;Vieglā;AUDI;A6;2007;1;Vadītājs;;V;Nē;bez miesas bojājumiem
196148014;1;Vieglā;PEUGEOT;307;2005;1;;;;Nē;
196148014;2;Vieglā;AUDI;A4 AVANT;2004;1;;;;Nē;
196148026;1;Vieglā;VOLVO;S80;2007;4;Vadītājs;;V;Nē;bez miesas bojājumiem
196148026;2;Vieglā;AUDI;A6;2004;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
196148026;3;Vieglā;FORD;FIESTA;2019;3;Vadītājs;28;S;Nē;viegli miesas bojājumi
196148026;4;Vieglā;BMW;330;2003;2;Vadītājs;25;S;Nē;bez miesas bojājumiem
196148039;1;Vieglā;VW;GOLF;2000;2;Vadītājs;37;V;Nē;bez miesas bojājumiem
196148039;2;Vieglā;AUDI;A6 ALLROAD;2008;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
196148063;1;Vieglā;VAZ;2101;1981;2;Vadītājs;;V;Nē;bez miesas bojājumiem
196148063;2;Vieglā;MITSUBISHI;ASX;2013;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
196148069;1;Vieglā;ŠKODA;OCTAVIA;2016;2;Vadītājs;57;V;Nē;bez miesas bojājumiem
196148069;2;Vieglā;AUDI;A4 AVANT;2003;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
196148070;1;Vieglā;VOLVO;V40;2012;2;Vadītājs;33;S;Nē;bez miesas bojājumiem
196148070;2;Motocikls;HONDA;VARADERO 1000;2003;1;Vadītājs;47;V;Nē;smagi miesas bojājumi
196148092;1;Kravas;DAF;FTXF105.460T;2007;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
196148092;2;Puspiekabe;CARNEHL;CCS/AL;2010;2;;;;Nē;
196148104;1;Trolejbuss;;;;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
196148104;;;;;;2;Gājējs;12;S;Nē;viegli miesas bojājumi
196148112;1;Vieglā;BMW;318;2009;1;Vadītājs;21;V;Nē;bez miesas bojājumiem
196148127;1;Vieglā;VOLVO;V40;2003;1;Vadītājs;;V;Nē;bez miesas bojājumiem
196148127;2;Piekabe;RYDWAN;EURO A750;2014;2;Atbildīgais par piekabi;;V;Nē;bez miesas bojājumiem
196148133;1;Vieglā;OPEL;ASTRA GTC;2009;2;Vadītājs;30;S;Nē;bez miesas bojājumiem
196148133;2;Vieglā;BMW;520D;2010;3;Vadītājs;22;V;Nē;bez miesas bojājumiem
196148133;3;Trolejbuss;;;;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
196148151;1;Vieglā;AUDI;A4 AVANT;2005;1;;;;Nē;
196148151;2;Motocikls;BMW;K1200LT;2004;1;;;;Nē;
196148154;1;Vieglā;AUDI;A4;1995;1;;;;Nē;
196148154;2;Vieglā;BMW;525;2007;1;;;;Nē;
196148156;1;Vieglā;RENAULT;LATITUDE;2012;1;Vadītājs;45;V;Nē;bez miesas bojājumiem
196148156;2;Vieglā;SAAB;9-5;2001;2;Vadītājs;;V;Nē;bez miesas bojājumiem
196148178;1;Vieglā;NISSAN;PULSAR;2016;1;Vadītājs;51;S;Nē;bez miesas bojājumiem
196148201;1;Vieglā;VW;PASSAT VARIANT;1998;3;;;;Nē;
196148201;2;Vieglā;PEUGEOT;206;1999;3;;;;Nē;
196148201;;;;;;1;;;S;Nē;bez miesas bojājumiem
196148201;;;;;;2;;;S;Nē;bez miesas bojājumiem
196148210;1;Vieglā;SUZUKI;SWIFT;2007;2;Vadītājs;23;S;Nē;bez miesas bojājumiem
196148210;2;Kravas;OPEL;VIVARO;2006;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
196148211;1;Vieglā;VOLVO;S80;2004;1;Vadītājs;47;S;Nē;bez miesas bojājumiem
196148211;2;Vieglā;VOLVO;S60;2002;3;Vadītājs;29;S;Nē;bez miesas bojājumiem
196148211;3;Vieglā;VW;JETTA;2015;2;Vadītājs;32;S;Nē;bez miesas bojājumiem
196148229;1;Vieglā;VW;CARAVELLE;1999;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
196148229;2;Kravas;PEUGEOT;EXPERT;2018;2;Vadītājs;53;V;Nē;bez miesas bojājumiem
196148229;3;Vieglā;VW;TOUAREG;2007;3;Vadītājs;42;V;Nē;bez miesas bojājumiem
196148345;1;Kravas;RENAULT;MASTER;2011;3;;;;Nē;
196148345;2;Vieglā;MITSUBISHI;COLT;1994;3;;;;Nē;
196148345;;;;;;1;;;S;Nē;bez miesas bojājumiem
196148345;;;;;;2;;;V;Nē;bez miesas bojājumiem
196148355;1;Vieglā;FORD;FOCUS;2005;1;;;;Nē;
196148355;2;Vieglā;BMW;X5 XDRIVE 30D;2017;1;;;;Nē;
196148360;1;Vieglā;MAZDA;626;2000;1;Vadītājs;27;V;Nē;bez miesas bojājumiem
196148458;1;Vieglā;MERCEDES BENZ;GLE 350 D 4MATIC;2020;1;;;;Nē;
196148463;1;Vieglā;VW;PASSAT;2011;1;Vadītājs;27;S;Nē;bez miesas bojājumiem
196148463;2;Vieglā;KIA;SPORTAGE;2017;2;Vadītājs;;V;Nē;bez miesas bojājumiem
196148471;1;Vieglā;MAZDA;PREMACY;2004;3;;;;Nē;
196148471;2;Vieglā;AUDI;A4;2006;3;;;;Nē;
196148471;;;;;;1;;;V;Nē;bez miesas bojājumiem
196148471;;;;;;2;;;V;Nē;bez miesas bojājumiem
196148473;1;Vieglā;MERCEDES BENZ;VIANO;2008;3;;;;Nē;
196148473;2;Vieglā;ŠKODA;FABIA;2001;3;;;;Nē;
196148473;;;;;;1;;;V;Nē;bez miesas bojājumiem
196148473;;;;;;2;;;V;Nē;bez miesas bojājumiem
196148548;1;Vieglā;CITROEN;C5;2009;1;;;;Nē;
196148548;2;Vieglā;LANCIA;VOYAGER;2012;1;;;;Nē;
196148607;1;Vieglā;SAAB;9-3;2004;1;;;;Nē;
196148607;2;Vieglā;AUDI;S6 AVANT;1999;1;;;;Nē;
196148621;1;Vieglā;SUBARU;LEGACY;2010;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
196148621;2;Vieglā;TOYOTA;AVENSIS;2016;2;Vadītājs;37;V;Nē;bez miesas bojājumiem
196148621;3;Vieglā;VW;TOUAREG;2004;3;Vadītājs;18;V;Nē;bez miesas bojājumiem
196148639;1;Vieglā;TOYOTA;AVENSIS;2000;1;;;;Nē;
196148668;1;Vieglā;OPEL;VECTRA;2007;1;Vadītājs;21;V;Nē;bez miesas bojājumiem
196148690;1;Kravas;IVECO;ML 180E28;2008;1;Vadītājs;54;V;Nē;bez miesas bojājumiem
196148712;1;Vieglā;BMW;X3;2006;1;;;;Nē;
196148712;2;Kravas;FORD;FIESTA;2016;1;;;;Nē;
196148736;1;Vieglā;TOYOTA;LAND CRUISER;2009;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
196148736;2;Vieglā;MERCEDES BENZ;E300;1987;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
196148736;3;Vieglā;VOLVO;S40;2003;3;Vadītājs;23;V;Nē;bez miesas bojājumiem
196148752;1;Vieglā;VOLVO;V50;2004;2;Vadītājs;27;S;Nē;bez miesas bojājumiem
196148752;2;Vieglā;FORD;GALAXY;2002;1;Vadītājs;44;V;Nē;bez miesas bojājumiem
196148754;1;Vieglā;MERCEDES BENZ;E270;2004;1;;;;Nē;
196148754;2;Vieglā;RENAULT;MEGANE SCENIC;2005;1;;;;Nē;
196148763;1;Vieglā;BMW;530;2004;3;;;;Nē;
196148763;2;Kravas;MAN;TGE;2018;3;;;;Nē;
196148763;;;;;;1;;;V;Nē;bez miesas bojājumiem
196148763;;;;;;2;;;V;Nē;bez miesas bojājumiem
196148774;1;Kravas;VW;TRANSPORTER;2007;1;;;;Nē;
196148774;2;Vieglā;VW;GOLF;1991;1;;;;Nē;
196148777;1;Vieglā;HYUNDAI;SANTA FE;2015;1;;;;Nē;
196148777;2;Vieglā;HONDA;CIVIC;1996;1;;;;Nē;
196148778;1;Velosipēds;;;;2;Velosipēda vadītājs;15;V;Nē;bez miesas bojājumiem
196148778;2;Velosipēds;;;;1;Velosipēda vadītājs;58;S;Nē;viegli miesas bojājumi
196148880;1;Vieglā;BMW;X5;2004;1;Vadītājs;29;V;Nē;bez miesas bojājumiem
196148911;1;Vieglā;HONDA;CIVIC;2002;1;Vadītājs;81;S;Nē;bez miesas bojājumiem
196148911;2;Vieglā;OPEL;ASTRA;2004;2;Vadītājs;;V;Nē;bez miesas bojājumiem
196148917;1;Vieglā;MERCEDES BENZ;GLE 350 D 4MATIC;2019;1;Vadītājs;55;S;Nē;bez miesas bojājumiem
196148917;2;Vieglā;AUDI;A4;1997;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
196148919;1;Vieglā;AUDI;A3;1996;1;;;;Nē;
196148919;2;Kravas;MAN;18.430;2005;1;;;;Nē;
196148928;1;Kravas;SCANIA;P 380;2009;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
196148928;2;Piekabe;SCHMITZ;ZKO 18;2009;2;;;;Nē;
196148961;1;Vieglā;VW;CADDY;2012;1;;;;Nē;
196148961;2;Vieglā;TOYOTA;AVENSIS;2013;1;;;;Nē;
196387752;1;Vieglā;OPEL;ASTRA CARAVAN;2004;3;;;;Nē;
196387752;2;Kravas;RENAULT;KANGOO;2017;3;;;;Nē;
196387752;;;;;;1;;;V;Nē;bez miesas bojājumiem
196387752;;;;;;2;;;S;Nē;bez miesas bojājumiem
196388109;1;Vieglā;AUDI;Q5;2016;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
196388109;2;Vieglā;ŠKODA;SUPERB;2016;1;Vadītājs;35;;Nē;bez miesas bojājumiem
196388109;3;Vieglā;MERCEDES BENZ;VITO;2005;3;Vadītājs;60;V;Nē;bez miesas bojājumiem
196388128;1;Kravas;RENAULT;MASTER;2012;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
196388221;1;Kravas;VOLVO;FH12;2003;3;;;;Nē;
196388221;2;Kravas;VOLVO;FM12;1999;3;;;;Nē;
196388221;;;;;;1;;;V;Nē;bez miesas bojājumiem
196388221;;;;;;2;;;V;Nē;bez miesas bojājumiem
196388568;1;Kravas;VW;CADDY;2013;2;Vadītājs;35;V;Nē;bez miesas bojājumiem
196388568;2;Vieglā;AUDI;A3;1997;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
196388585;1;Vieglā;OPEL;ZAFIRA;2002;3;;;;Nē;
196388585;2;Vieglā;TOYOTA;AVENSIS;2002;3;;;;Nē;
196388585;;;;;;2;;;V;Nē;bez miesas bojājumiem
196388585;;;;;;1;;;S;Nē;bez miesas bojājumiem
196388942;1;Vieglā;VW;PASSAT VARIANT;1999;3;;;;Nē;
196388942;2;Vieglā;VOLVO;S60;2006;3;;;;Nē;
196388942;;;;;;1;;;S;Nē;bez miesas bojājumiem
196388942;;;;;;2;;;V;Nē;bez miesas bojājumiem
196388974;1;Vieglā;VOLVO;V70;2002;1;Vadītājs;33;S;Nē;bez miesas bojājumiem
196388974;2;Vieglā;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
196388998;1;Vieglā;VW;FOX;2008;3;;;;Nē;
196388998;;;;;;1;;;V;Nē;bez miesas bojājumiem
196388998;;;;;;2;;;S;Nē;bez miesas bojājumiem
196389026;1;Vieglā;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
196389035;1;Vieglā;BMW;730;2008;3;;;;Nē;
196389035;2;Vieglā;BMW;530;2006;3;;;;Nē;
196389035;;;;;;1;;;V;Nē;bez miesas bojājumiem
196389035;;;;;;2;;;V;Nē;bez miesas bojājumiem
196389115;1;Vieglā;VW;PASSAT CC;2011;2;Vadītājs;26;S;Nē;bez miesas bojājumiem
196389115;2;Vieglā;VW;TOUAREG;2012;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
196389133;1;Vieglā;AUDI;A6;2002;3;;;;Nē;
196389133;2;Vieglā;FORD;MONDEO;2016;3;;;;Nē;
196389133;;;;;;1;;;V;Nē;bez miesas bojājumiem
196389133;;;;;;2;;;V;Nē;bez miesas bojājumiem
196389366;1;Vieglā;VW;JETTA;2006;3;;;;Nē;
196389366;2;Vieglā;VOLVO;XC90;2006;3;;;;Nē;
196389366;;;;;;1;;;S;Nē;bez miesas bojājumiem
196389366;;;;;;2;;;S;Nē;bez miesas bojājumiem
196389397;1;Vieglā;VOLVO;850;1995;3;;;;Nē;
196389397;2;Vieglā;VW;TOURAN;2006;3;;;;Nē;
196389397;;;;;;2;;;S;Nē;bez miesas bojājumiem
196389397;;;;;;1;;;V;Nē;bez miesas bojājumiem
196389434;1;Vieglā;FORD;FOCUS;2006;3;;;;Nē;
